입찰공고명,공고기관명,기초금액,개찰일자,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소
24년 기술연구용역(2),육군교육사령부,56923760,2024-04-18,54000000,94.682,2024-04-18,주식회사 스펙트럼인사이트연구소,최주평,최주평,"충청북도 청주시 흥덕구 풍년로79번길3, 3층(가경동)"
부품도장기 외주정비 용역,제2879부대,405905000,2024-04-18,361000000,89.409,2024-04-18,주식회사 한승피티씨,윤명달,이수진,경상남도 김해시 한림면 김해대로927번길89-36
24년 중요시설 경계시스템 외주정비용역,제6619부대,109854147,2024-04-18,95892599,87.79,2024-04-18,(주)더원정보,이태훈,정인수,"대구광역시 달성군 다사읍 대실역남로2길2-11, 1층"
24년 7867부대 제초용역,제6619부대,20624110,2024-04-18,18220000,87.755,2024-04-18,주식회사 한국조경기술연구소,김동일,임은경,"대전광역시 유성구 노은로144, 409호(지족동)"
24년 00부대 제초용역,제6335부대,39362931,2024-04-18,34724824,87.747,2024-04-18,주식회사 김앤장조경,김은혜,김은혜,"강원특별자치도 춘천시 효석로67번길14 (석사동), 1-6호"
작계훈련 2차 무기 등 수송 차량 임차(1권역),육군 52보병사단,9200000,2024-04-18,8730800,94.388,2024-04-18,주식회사 삼성육운,이미자,이미자,"인천광역시 남구 주안로 108, 경향프라자 401호(주안동)"
작계훈련 2차 무기 등 수송 차량 임차(2권역),육군 52보병사단,8850000,2024-04-18,7920000,89.483,2024-04-18,주식회사케이이엠,곽한기,김주식,경기도 부천시 길주로77번길19-45 (상동) 748호
박달훈련대 과학화체계 설치 및 유지보수 용역,육군 52보병사단,33801000,2024-04-18,30092354,88.08,2024-04-18,아이티 월드((IT. WORLD),김영우,김영우,부산광역시 동래구 여고로63번길86-0 (사직동) 1층
서초훈련대 과학화체계 설치 및 유지보수 용역,육군 52보병사단,33801000,2024-04-18,29624580,87.751,2024-04-18,주식회사 엔트론,이정호,이정호,"경기도 부천시 석천로345, 304동 505호 (삼정동, 부천테크노파크)"
24-평 예초관리 용역,제9911부대,372625400,2024-04-18,327314151,88.016,2024-04-18,주식회사 경현,노현서,노현서,충청북도 청주시 청원구 내수읍 내수로358
24-박물관 전시항공기 도장용역,공군사관학교,53705000,2024-04-19,47190000,88.036,2024-04-22,한길이엔지 주식회사,전용성,오지안,"대구광역시 북구 동북로117, 4층 403호 (산격동, 소프트웨어벤처타워)"
24년 렌탈프린터 임차용역 통합계약,제6685부대,131760000,2024-04-19,115539975,87.746,2024-04-19,클로이캘리,김애진,김애진,강원특별자치도 원주시 배울로154-0 (반곡동)118동1303호
서화천 간부숙소 BTL사업 전략환경영향평가 용역,제6685부대,151520000,2024-04-19,133380000,87.805,2024-04-19,주식회사 선진환경,김근한,장경하,강원특별자치도 원주시 치악로1351 (관설동)
24년 얼음정수기 임차 용역,제25보병사단,270043200,2024-04-19,229940710,85.519,2024-04-21,주식회사 지에스위드,박미숙,김수경,인천광역시 남동구 하촌서로54(만수동)
숙천고가교 정밀안전진단 및 제 1종성능평가 용역,국군수송사령부,185689215,2024-04-19,162678600,88.125,2024-04-22,주식회사 세본테크,강경미,김정화,대구광역시 달서구 상화로177-0 (상인동)
부동터널 정밀안전진단 및 제1종성능평가 용역,국군수송사령부,152649019,2024-04-19,133797760,87.766,2024-04-22,도인 주식회사,조명애,조명애,대구광역시 수성구 천을로31길7-10 (매호동)
○○레이더 지체상금 중재 위임계약,방위사업청(운영지원과),0,2024-04-19,380000000,76,2024-05-08,법무법인 (유한) 율촌,강석훈,장혜련,"서울특별시 강남구 테헤란로521, 38층(삼성동)"
(24F080-A) 방화지대 구축용역(임실  영동),국군재정관리단,723299010,2024-04-19,639000000,87.995,2024-04-19,주식회사 숲처럼,이정녀,강영희,전북특별자치도 정읍시 천변로340-21 (시기동)
24-F-00기지 일반지역 제초용역,국군재정관리단,110980000,2024-04-19,97126000,88.004,2024-04-19,더푸름 주식회사,이승민,김경민,경상북도 의성군 의성읍 중앙길37-1
(24G053-I) 24년 임상병리 민간 위수탁 용역,국군재정관리단,2157085931,2024-04-19,1698822759,78.543,2024-04-19,의료법인 녹십자의료재단,이상곤,장상화,경기도 용인시 기흥구 이현로30번길 107()
24-F-00비 활주로 제초용역,국군재정관리단,237010000,2024-04-19,208711699,87.995,2024-04-19,세원조경 주식회사,박세영,박세영,"부산광역시 사하구 승학로123-4 (당리동, 당리신익아파트)11동307호"
(24F126-A) 제초용역,국군재정관리단,290809230,2024-04-19,256833600,88.014,2024-04-19,주식회사 이지피플,지혜진,조선미,"인천광역시 남동구 아암대로1223, 315호 (고잔동, 성강지식산업센터)"
24-부대 소개영화 제작 용역,드론작전사령부,35592000,2024-04-22,20000000,56.777,2024-04-22,트렌드코리아 주식회사,장태준,장태준,"경기도 시흥시 월곶해안로149-1 (월곶동) 에이동, 202호"
「24-강원-오수-1 설계용역」,지상작전사령부,47766000,2024-04-22,0,0,2024-04-22,(주)후소엔지니어링,이경섭,이일권,전라남도 화순군 춘양면 용회로339
24-강원-오수-4 설계용역,제2307부대,85058000,2024-04-22,0,0,2024-04-22,주식회사 경우크린텍,심상조,서영민,경상북도 영주시 풍기읍 기주로 101()
24-강원-오수-3 설계용역,제2307부대,110285000,2024-04-22,0,0,2024-04-22,주식회사 경우크린텍,심상조,서영민,경상북도 영주시 풍기읍 기주로 101()
함대함유도탄-II 사업분석,방위사업청(운영지원과),0,2024-04-22,57000000,95,2024-07-02,에스앤에스이앤지 주식회사,박종선,양용진,"인천광역시 중구 인중로 178, 제이엘타워 1001호(사동)"
해병대 간부 및 병 획득율 제고를 위한 개선방안 연구,제9691부대,38255590,2024-04-22,27861053,72.547,2024-04-23,단국대학교 천안캠퍼스 산학협력단,이재원,김예섭,"충청남도 천안시 동남구 단대로119-0 (안서동, 단국대학교천안캠퍼스)"
24~'25년 LAN/교환기 유지보수,공군군수사령부,1353577274,2024-04-23,1058293398,78.241,2024-04-23,티에스라인시스템 주식회사,최국현,박산근,"서울특별시 영등포구 영신로220-0, 805호, 806호, 403호(영등포동8가, KnK디지털타워)"
24년 일반지역 예초 용역,공군교육사령부,162087250,2024-04-23,142691230,87.745,2024-04-23,주식회사 이숲,정난주,박화영,"경상남도 함안군 칠원읍 오곡로94-0 , 203호"
24년 탄약고지역 제초용역,공군제11전투비행단,90183200,2024-04-23,79398139,87.996,2024-04-23,주식회사 비취조경,장유석,장유석,"경기도 화성시 남양읍 시청로50, 420호"
24년도 일반지역 제초용역 ,공군제18전투비행단,117061000,2024-04-23,102935088,87.753,2024-04-23,주식회사 이림,최재호,최재호,강원특별자치도 강릉시 구정면 정등로24-24
24년 탄약고 지역 제초 유지관리,공군제18전투비행단,33415000,2024-04-23,29384680,87.746,2024-04-23,주식회사 건백림,이계천,이계천,"강원특별자치도 춘천시 안마산로214, 상가동 3층 1호 (퇴계동, 퇴계금호타운아파트)"
(24-용역-31) 기지 일반구역 제초 유지관리 용역,공군제19전투비행단,253684300,2024-04-23,223927530,87.996,2024-04-23,주식회사 베네비타조경건설,성기덕,성기덕,경기도 남양주시 경춘로460-0 (다산동)
24년 렌탈프린터 임차용역,제1862부대,106632235,2024-04-23,93321093,87.746,2024-04-23,투띠앤코,김지은,김지은,강원특별자치도 강릉시 산양큰길22번길32-0 (포남동) 201호
24-강원-폐수-1 설계용역,제2군단,59756000,2024-04-23,0,0,2024-04-23,주식회사 동부그린,정오용,송예린,전라남도 순천시 해룡면 해룡산단6로100
경기남부-폐수-5공구 설계용역,제7군단,69626000,2024-04-23,0,0,2024-04-23,주식회사 동부그린,정오용,송예린,전라남도 순천시 해룡면 해룡산단6로100
24년 후반기 작계훈련 무기수송 차량 임차,제5067부대,48125000,2024-04-23,43000000,89.059,2024-04-23,태산솔루션,이승호,이승호,"경기도 광명시 오리로923, 1층(광명동, 대성빌딩)"
24-1차 한빛부대 재보급물자 수송관리용역,국군수송사령부,448529411,2024-04-23,383186400,85.909,2024-04-23,주식회사 대한씨앤에어,구학모,구학모,서울특별시 중구 삼일대로363-0 (장교동) 장교빌딩 2512호
국방표준서 제정(7차) 연구,방위사업청(운영지원과),0,2024-04-23,180000000,90,2024-10-21,재단법인 한국기계전기전자시험연구원,안성일,이광수,경기도 군포시 흥안대로27번길22-0 (금정동)
24년도 POL 지역 제초,공군제18전투비행단,33330000,2024-04-24,29309930,87.75,2024-04-24,주식회사 건백림,이계천,이계천,"강원특별자치도 춘천시 안마산로214, 상가동 3층 1호 (퇴계동, 퇴계금호타운아파트)"
7여단 훈련장 오수처리시설 신축 설계용역(24-설-11),특수전사령부,54558000,2024-04-24,0,0,2024-04-29,주식회사 에이치앤텍,김도은,이제승,제주특별자치도 제주시 도공로154-7 (이호이동)
24년 전반기 육군 정책연구 과제 연구용역,제6619부대,39827000,2024-04-24,32500000,80.929,2024-05-07,경운대학교 산학협력단,민정식,박상욱,경상북도 구미시 산동읍 강동로730
24년 환자만족도조사 및 환자경험평가 용역,국군의무사령부,23033740,2024-04-24,20000000,86.354,2024-05-13,주식회사 정데이터,김의현,김의현,"서울특별시 강남구 테헤란로503, 11층 1118호(삼성동, 하이브로빌딩)"
24-서울경기남부-오수-1공구 설계용역,제9181부대,124042150,2024-04-24,0,0,2024-04-25,주식회사 에이치앤텍,김도은,이제승,제주특별자치도 제주시 도공로154-7 (이호이동)
24-서울경기남부-오수-2공구 설계용역,제9181부대,130963720,2024-04-24,0,0,2024-04-25,(주)후소엔지니어링,이경섭,이일권,전라남도 화순군 춘양면 용회로339
(24F116-A) 육로 여객 수송용역(동부),국군재정관리단,333392000,2024-04-24,328500000,98.246,2024-04-24,매일관광주식회사,허봉,홍민정,"강원특별자치도 춘천시 동내면 순환대로940, 1층"
(24F114-A)  급유시설 기술검사 민간위탁 용역,국군재정관리단,178128880,2024-04-24,156831000,87.853,2024-04-24,프라임방재주식회사,김회택,차민규,"서울특별시 강서구 허준로 217, 가양테크노타운 908호(가양동)"
(24F066-I) 24년 음식물폐기물 위탁처리 용역(홍천),국군재정관리단,157258823,2024-04-24,133512740,84.324,2024-04-24,사계절환경,최원희,최원희,"경기도 안산시 단원구 광덕2로50-3, 316호 (초지동)"
F-4 팬텀 퇴역식 행사 대행용역,공군본부,294117647,2024-04-25,269000000,90.594,2024-04-25,디에스지엔터프라이즈 주식회사(DSG Enterprise Ltd.),신동석,신동석,"서울특별시 강남구 선릉로112길39-0 (삼성동, 진영빌딩) 4층"
24년 일반도로 제초용역,공군 제8전투비행단,189100980,2024-04-25,167572980,88.012,2024-05-09,파란나라 주식회사,김수현,김재숙,강원특별자치도 원주시 태장공단길54-10 (태장동)
24년 군단 직할 취사장 청소용역(C038),제7군단,26200000,2024-04-25,22958370,88.004,2024-04-25,(주)남천종합관리,이순임,이순임,"경기도 수원시 장안구 서부로2139, 2층 2114호(율전동, 에스케이허브블루)"
(24F096-I) 육군훈련소 조경관리용역,국군재정관리단,61741460,2024-04-25,54396495,87.995,2024-04-25,주식회사 크로바건설,임국문,임국문,경상북도 구미시 선기동송선로 408
(24F139-A) 제초용역,국군재정관리단,76239340,2024-04-25,66756810,87.999,2024-04-25,위드원조경건설(주),김경숙,이미영,서울특별시 관악구 신림로28길49-12 (신림동) 404호
24년 00사단 제초관리 용역,제6128부대,167090190,2024-04-26,147944400,87.997,2024-04-26,주식회사 이숲,정난주,박화영,"경상남도 함안군 칠원읍 오곡로94-0 , 203호"
24-정보우세권  확보를 위한 정보력 강화방안 연구,공군본부,0,2024-04-29,37000000,93.229,2024-05-10,주식회사 아이티존,김경일,최순아,"대전광역시 대덕구 대화로120, 7층 729,730호(대화동, 가온비즈타워)"
방위사업 원가계산 외부용역 4차,방위사업청(운영지원과),0,2024-04-29,225500000,85.271,2024-05-09,태성회계법인,남상환,이소,"서울특별시 강남구 역삼로25길35, 5층 (역삼동, 청오큐브타워)"
24년 제초용역,육군보병학교,152494117,2024-04-30,133668411,87.746,2024-04-30,주식회사 더푸른기업,염수자,염수자,"전라남도 화순군 화순읍 광덕중앙길40-9 ,103호"
24년 시설관리 민간인력 예초용역,제2236부대,116655000,2024-04-30,103208000,87.769,2024-05-03,주식회사 유진산업,정정환,송광숙,"강원특별자치도 화천군 화천읍 중앙로3, 2층"
24년 제초용역-B권역,제1보병사단,152087690,2024-04-30,133822337,88.008,2024-04-30,새안이엔지 주식회사,박병후,박병후,경기도 파주시 파주읍 약수길14-0
24-29년 얼음정수기 임차 용역 (74대),육군 제1군단,187176470,2024-04-30,164386620,87.755,2024-04-30,수안,안은수,안은수,"경기도 김포시 김포한강5로385, 204동 1505호(구래동, 호수마을 e편한세상아파트)"
1.정기기초과제(1.2개의전쟁과..),국방대학교,34313725,2024-04-30,33950000,98.299,2024-05-07,국방대학교산학협력단,이문걸,이다인,충청남도 논산시 양촌면 황산벌로1040
2.정기기초과제(2.국가핵대응전략과...),국방대학교,34313725,2024-04-30,33660000,97.838,2024-05-07,국방대학교산학협력단,이문걸,이다인,충청남도 논산시 양촌면 황산벌로1040
8.정기기초과제(8.상비병력...),국방대학교,9803921,2024-04-30,9608000,97.85,2024-05-07,(사)한국위기관리연구소,김운용,장재필,서울특별시 강남구 논현로189길6 (압구정동)
10.군사과학정책연구(인공지능...),국방대학교,15294117,2024-04-30,14820000,96.257,2024-05-07,국방대학교산학협력단,이문걸,이다인,충청남도 논산시 양촌면 황산벌로1040
12.정책현안연구(북한의전쟁수행...),국방대학교,21960784,2024-04-30,21500000,97.195,2024-05-07,국방대학교산학협력단,이문걸,이다인,충청남도 논산시 양촌면 황산벌로1040
(24F138-A)00학교 제초용역,국군재정관리단,59184100,2024-04-30,52079205,88.002,2024-04-30,(주)누리조경,임효숙,임효숙,"경기도 광주시 오포읍 문형산길195 , 1층"
24-N-동원선박 군수지원 검증훈련 선박임차 용역,국군재정관리단,439700000,2024-04-30,381000000,86.72,2024-04-30,현대글로비스 주식회사,이규복,조재환,"서울특별시 성동구 왕십리로83-21 (성수동1가, 아크로 서울포레스트)"
24-F-0전비 2중펜스 및 기지외곽 제초용역,국군재정관리단,120120000,2024-04-30,105362000,88.046,2024-04-30,부강건설 주식회사,김명자,김명자,"광주광역시 서구 구성로89, 3310호(양동)"
24-N-00창 민간위탁 배송 용역,국군재정관리단,356350000,2024-04-30,307950720,86.347,2024-04-30,디에스케이글로넷 주식회사,정주비,임재혁,"경기도 화성시 효행로1068, 9층 910-1호 (병점동, 리더스프라자)"
(24육-용역9)스마트 통합물류센터 신축 선행연구 용역,종합보급창,0,2024-05-01,41000000,74.743,2024-05-03,(사)국방시설연구협회,정주교,이도제,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)"
제초관리 용역 (X032),제7162부대,287853392,2024-05-01,252146625,88.005,2024-05-01,(주)창조이앤에프,김정화,김정화,강원특별자치도 태백시 연지로31 (황지동) 2층202호
서초훈련대 영상모의사격장비 유지보수 용역,육군 52보병사단,101299000,2024-05-01,89427000,87.838,2024-05-01,주식회사 한국방재기술단,정민규,김옥희,"경기도 과천시 별양상가로7, 502호(별양동)"
박달훈련대 영상모의사격장비 유지보수 용역,육군 52보병사단,70273000,2024-05-01,62003300,88.232,2024-05-01,주식회사 한국방재기술단,정민규,김옥희,"경기도 과천시 별양상가로7, 502호(별양동)"
24~'27년 얼음 냉ㆍ온 정수기 임차 용역,국방부,152280000,2024-05-01,133597400,87.788,2024-05-01,케이제이상사,강주현,강주현,경기도 부천시 원미구 삼작로286-0 (도당동) 1층
군 지휘통신체계 유지보수 발전방안 연구용역,국군지휘통신사령부,47516666,2024-05-01,44200000,93.019,2024-05-16,주식회사 온품,김유혁,박준성,서울특별시 영등포구 당산로49길13 (당산동6가)
과학화경계시스템사업의 기종결정 평가방안 연구,방위사업청(운영지원과),0,2024-05-01,26732500,85,2024-06-03,(사)한국위기관리연구소,김운용,장재필,서울특별시 강남구 논현로189길6 (압구정동)
잠수함(SS-I  II) 선체 및 실내 청락 도장 용역,해군군수사령부,850000000,2024-05-01,755980000,88.765,2024-05-01,수일종합환경 주식회사,서영완,서영완,부산광역시 동구 중앙대로180번길 12-10()
24-M-얼음 냉온정수기 임차 용역,국군재정관리단,946580000,2024-05-01,812700995,85.168,2024-05-01,주식회사 더원시스템즈,옥유진,옥유진,서울특별시 동대문구 왕산로200-0 (전농동) 가동 1525호
24-육 해상사격장 환경조사 용역,제20전투비행단,41958921,2024-05-02,37498000,88.843,2024-05-03,재단법인 한국환경산업연구원,편서연,강인숙,"경기도 수원시 영통구 대학4로17 (이의동) 에이스광교타워413호,412호,411호,410호"
(24-용역-01) 24년 얼음정수기 임차 용역,제11기동사단,368323200,2024-05-02,315307290,85.859,2024-05-02,디에이치바이오,김단희,김단희,"경기도 수원시 영통구 광교중앙로170, 1동 5층 7호 507호(하동, 광교 효성해링턴 타워)"
24년 군 주거시설 정기안전점검 용역(24-GS-9),제2307부대,149530000,2024-05-02,131578900,87.75,2024-05-03,(주)세화안전진단건축사사무소,박영규,박영규,강원특별자치도 춘천시 후석로420번길7-0 (후평동) 춘천하이테크타워 8층 824호
'24년~'27년 식기세척기 임차 용역(24-GS-7) ,제2307부대,118800000,2024-05-02,104741060,88.225,2024-05-03,주식회사 건웅시스템(kunwoong Inc.),변종형,홍은숙,강원도 원주시 호저면 굴미실길62-9
24-0전단 행사 대행 용역,제9918부대,43000000,2024-05-02,39000000,90.711,2024-05-02,(주)씨포스트제주,양성혁,양성혁,"제주특별자치도 제주시 만덕로31, 4층 (건입동)"
(24F017-G) 24년 VoIP 교환기 유지보수사업(삼성),국군재정관리단,120003330,2024-05-02,105107000,87.783,2024-05-02,(주)젤루텍,이두규,김유리,"서울특별시 영등포구 경인로775-0 (문래동3가), 1동 722호"
(24F016-G) 24년 VoIP 교환기 유지보수사업(ELG),국군재정관리단,966740676,2024-05-02,802400000,83.059,2024-05-02,(주)젤루텍,이두규,김유리,"서울특별시 영등포구 경인로775-0 (문래동3가), 1동 722호"
24년 Pitch Black 훈련 참가지원 용역,공군본부,423787320,2024-05-03,363500000,85.536,2024-05-07,에브제트아시아 주식회사,조욱상,김경호,"서울특별시 강서구 하늘길38, SGBAC 2층(방화동, 김포공항)"
‘24년 민간인력 제초관리용역,제1862부대,287917647,2024-05-03,251872285,88.017,2024-05-07,농심개발(주),정철수,서지현,"경기도 포천시 일동면 화동로738, 1층 농심개발주식회사"
24년 음식물류 폐기물 처리 용역,제8기동사단,259255800,2024-05-03,210113000,80.714,2024-05-03,오션환경,김진태,김진태,경기도 광명시 범안로1035-0 (하안동)
국방안전관리정보체계 최적 구축방안 연구,국방부(운영지원과),0,2024-05-03,37345000,82.165,2024-06-09,(주)지디시스,정승인,정승인,"서울특별시 금천구 가산디지털1로181, 가산W센터 1401호,1402호(가산동)"
(24F100-I) 렌탈프린터 임차용역,국군재정관리단,92894117,2024-05-03,81711109,87.745,2024-05-03,라라픽,김사라,김사라,"강원특별자치도 강릉시 범일로579번길29-6, 101동 802호(내곡동, 강릉블루밍더베스트아파트)"
24년 제초용역 계약의뢰,제1968부대,316452820,2024-05-07,280609328,88.022,2024-05-07,주식회사 덕원조경,최지용,최지용,강원특별자치도 철원군 갈말읍 호국로4967
00부대 EMP 보호시설 구축 선행연구 용역,국방통합데이터센터,0,2024-05-07,74000000,74,2024-05-17,건축사사무소 모인건축,임평산,임평산,"경기도 김포시 태장로789,732호 (장기동,금광하이테크시티)"
24년 국군수도병원 출입통제체계 유지관리 용역,국군수도병원,33634570,2024-05-07,29533050,87.9,2024-05-07,닛시시스템 주식회사,서수진,조희순,"경기도 용인시 기흥구 서천로201번길11, 9층 제티-9077호(농서동, 기흥테라타워 지식산업센터)"
24~'25 연동통제소(TADIL-ICS) 유지보수,공군군수사령부,103796840,2024-05-08,90924600,87.929,2024-05-08,세영정보통신(주),이세영,최유진,경상북도 구미시 산호대로 56-1()
24~'25 작전상황 전파체계(기지방송망) 유지보수,공군군수사령부,324500000,2024-05-08,281812025,85.5,2024-05-08,해용정보통신주식회사,백다리아,백다리아,"경기도 고양시 일산동구 중산로 247306,307호 (중산동, 중산프라자)"
24년 제초관리 용역(중부권),육군제8971부대,144090441,2024-05-08,126231762,87.745,2024-05-08,그린산업 주식회사,정규덕,정규덕,"강원특별자치도 영월군 영월읍 하송로35, 2층"
24년 제초관리 용역(남부권),육군제8971부대,61782656,2024-05-08,53953362,87.745,2024-05-08,주식회사 다림디자인조경,이시영,고인숙,"충청남도 아산시 청운로41, 1층(온천동)"
재고번호미입력품목,육군과학화전투훈련단,299000,2024-05-08,253460,84.613,2024-05-08,원탑기업(주),이호길,심수연,강원특별자치도 원주시 흥업면 대안로386-0
24년 음식물쓰레기 처리용역,제6685부대,314559820,2024-05-08,254896590,80.706,2024-05-08,천성환경,신정훈,김남경,경기도 부천시 부일로326-0 (중동) 2층 1-(722)호
24년 충북지역 군부대 제초용역,제5019부대,167004250,2024-05-08,145350890,87.748,2024-05-08,현성건설(주),류재충,변성균,충청북도 청주시 상당구 낭성면 단재로2079-0
24년 제초관리용역(사단 사령부 및 99여단),제32보병사단,151513110,2024-05-08,134806000,88.019,2024-05-08,주식회사 부흥조경,이환구,이환구,충청남도 천안시 동남구 천안대로742-0 (신부동)
군용총포등 안전보건경영시스템 컨설팅 지원사업,방위사업청(운영지원과),0,2024-05-08,89566400,97.886,2024-06-11,한국품질기술원 주식회사,안현철,안희연,"경상남도 창원시 의창구 평산로23-0, 5층 501호(팔용동,신화테크노밸리)"
24~'26년 함정용 위성방송 수신안테나 유지보수 용역,해군군수사령부,330000000,2024-05-08,284839000,87.272,2024-05-08,한양무선통신,최영복,최영복,경상남도 창원시 의창구 팔용로 399()
제주 잠수함 훈련장비(저주파  대함) 유지보수 용역,해군군수사령부,76000000,2024-05-08,66830000,87.749,2024-05-08,MRO Tech(엠알오텍),안기수,안기수,"대구광역시 북구 영송로15, 2층 6210호 (태전동, 대구보건대학교 복지관)"
24-N-00사령부 조경 및 제초 관리용역,국군재정관리단,275310000,2024-05-08,242947300,88.085,2024-05-08,동유주식회사,명희정,명희정,대전광역시 중구 유천로33번길22 (유천동)
(24F135-B) 24년 ASP 방화지대 구축용역(북부권),국군재정관리단,144142870,2024-05-08,127368500,88.004,2024-05-08,주식회사 수산림조경,조재성,조재성,"전라남도 고흥군 고흥읍 흥양길52, 2층"
24-F-00기지 활주로 제초용역,국군재정관리단,155960000,2024-05-08,138427800,88.002,2024-05-08,한서안전(주),서상섭,서상섭,경상북도 경주시 원화로501(용강동)
(24F040-I) 24년 식자재 민간위탁 배송용역(00급양대),국군재정관리단,658485294,2024-05-08,645315588,97.619,2024-05-08,용마로지스주식회사,이종철,김성호,"경기도 김포시 고촌읍 아라육로78, 2동"
(24F150-B) 군단 직할부대 제초용역,국군재정관리단,168946020,2024-05-08,148966580,87.995,2024-05-08,세림조경디자인 주식회사,지완석,변옥균,"인천광역시 미추홀구 독정이로9번길56-0 (용현동), 1층 104호"
24-N-0전단 예초관리 용역,국군재정관리단,103890000,2024-05-08,91342700,88.038,2024-05-08,나무야조경주식회사,이춘미,임성종,제주특별자치도 제주시 용원길30(용담이동)
24-N-근조화환 지원 용역,국군재정관리단,53960000,2024-05-08,47501590,87.749,2024-05-08,글로벌유통,장정화,장정화,"광주광역시 서구 금화로115번길9, 203동 103호(금호동, 한국아파트)"
24년 기술연구용역(3),육군교육사령부,54938800,2024-05-09,38000000,69.178,2024-05-09,사단법인 미래안보산업전략연구원,박종재,정영숙,서울특별시 영등포구 영등포로35길10-0 (영등포동6가) 8층 809호
24년 프린터 임차 용역,제32보병사단,124080000,2024-05-09,108401483,87.756,2024-05-09,주식회사 와이에스제이,유수정,유수정,"대전광역시 중구 동서대로1218, 7층 702호(태평동)"
방위사업 원가계산 외부용역(5차),방위사업청(운영지원과),0,2024-05-09,207488000,80,2024-05-27,태경회계법인,김상운,서호성,"서울특별시 강남구 테헤란로520, 2층(대치동, 삼안빌딩)"
(24F160-A) 영내외 직할대 민간 제초용역,국군재정관리단,76414910,2024-05-09,67700220,87.995,2024-05-09,대신조경,박영직,나송이,"경기도 화성시 향남읍 배터길104-1,  2층"
24년 ASP방화지대 구축용역,제3130부대,86374509,2024-05-10,75733500,88,2024-05-13,유한회사 남강산림개발,변준호,변준호,"전라북도 남원시 광한북로 94-7(동충동, 남원산림조합 3층)"
항공전술훈련 시뮬레이터 유지보수 용역,제5군단사령부,149191430,2024-05-10,138000000,92.878,2024-05-10,(주)네비웍스,원준희,이윤상,경기도 안양시 동안구 부림로170번길41-18 (관양동)
얼음 정수기 임차 용역,국방대학교,45360000,2024-05-10,39759490,87.762,2024-05-10,주식회사 케이앤제이,박광희,박광희,"충청남도 계룡시 장안로39, 303호 (금암동)"
해병대 무인항공기 효율적 운용방안 연구,제9691부대,24874753,2024-05-10,19822000,79.439,2024-05-13,한성대학교 산학협력단,이정훈,심지민,서울특별시 성북구 삼선교로16길116-0 (삼선동2가)
(24F173-A) 제초용역,국군재정관리단,103320480,2024-05-10,90964588,87.995,2024-05-10,주식회사 사계절조경,김영숙,김영숙,충청북도 충주시 연원1길27-0 (연수동)
24년 국한문 혼용 공군 역사서 한글화 연구용역,공군본부,33760784,2024-05-13,32000000,93.963,2024-05-13,해동청역사문화연구소,이형걸,이형걸,"서울특별시 구로구 경인로643 (신도림동, 신도림2차동아아파트) 203-602"
기본군사훈련단 식당 급식 민간위탁 운영,공군교육사령부,0,2024-05-13,34818750000,100,2024-05-30,푸디스트 주식회사,박정훈,김세훈,서울특별시 용산구 청파로363(서계동)
[24-육-85] 무기체계별 EMP방호기술 적용방안 연구,육군본부,47962000,2024-05-13,38370000,79.507,2024-06-03,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
[24-육-84] 탄약부대 경계병력 민간전환 선결 연구,육군본부,35522000,2024-05-13,32100000,90.125,2024-05-22,주식회사 안보기술연구원,경상현,경상현,"경기도 안양시 만안구 만안로49,1303호(안양동, 호정타워)"
24년 제초용역,제2307부대,183547100,2024-05-13,161309250,88.068,2024-05-13,주식회사 대원조경건설,심재희,심재희,강원특별자치도 춘천시 스무숲1길46-0 (석사동)
함정 개조·개장 사업의 관급보험 도입방안 연구,방위사업청(운영지원과),0,2024-05-14,50000000,83.326,2024-07-02,호원대학교 산학협력단,정의붕,배미선,"전북특별자치도 군산시 임피면 호원대3길 64,"
24-지정폐기물 위탁처리 용역,제20전투비행단,43654901,2024-05-14,36846000,84.265,2024-05-14,(주)동양환경,채상협,심민기,대전광역시 대덕구 문평동로48번길 125(문평동)
제초관리 용역(특-24-용-18),특수전사령부,112093000,2024-05-14,99132600,87.746,2024-05-14,주식회사 고려원,이수희,한영수,"경기도 성남시 수정구 위례서일로26. 1102호(창곡동, 라크리움)"
전차.장갑차 관통시험 360 파노라마 촬영제작,제9965부대,43240000,2024-05-14,39600000,91.66,2024-05-14,프라임파노라마,정현철,정현철,경기도 안양시 동안구 시민대로327번길11-41 (관양동) 디지털콘텐츠기업 성장지원센터 505호
(24F089-I) 24년 승진과학화훈련장 관리 민간위탁,국군재정관리단,78063725,2024-05-14,69061600,87.997,2024-05-14,남양산업,김창석,김창석,경기도 남양주시 금곡동664-2
(24F112-A) 조경관리 용역,국군재정관리단,144671590,2024-05-14,126646100,87.995,2024-05-14,태석건설 주식회사,권기석,권민주,대구광역시 달성군 화원읍 류목정길47
(24F111-I) 24년 폐리튬 전지 위탁처리 용역,국군재정관리단,285735294,2024-05-14,245803984,86.845,2024-05-14,(주)에스쓰리알,서종현,임유진,인천광역시 남동구 음실서로66-0 (운연동)
