입찰공고명,공고기관명,기초금액,개찰일자,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소
120mm자주박격포 및 사격지휘차량 성능개량 사업분석,방위사업청(운영지원과),0,2024-08-12,42000000,84,2024-09-06,사단법인 안보경영연구원,전건욱,조대현,"서울특별시 강남구 언주로527, 10층 (역삼동)"
24~'25 F-15K SWMF 지원장비 유지보수,공군군수사령부,21443137,2024-08-13,18825000,87.795,2024-08-13,(주)이엔씨테크,이종희,이은경,충청북도 청주시 흥덕구 2순환로742번길2 (화계동)
24~'25 KF-16 SWMF 지원장비 유지보수,공군군수사령부,20486274,2024-08-13,18003000,87.823,2024-08-13,(주)이엔씨테크,이종희,이은경,충청북도 청주시 흥덕구 2순환로742번길2 (화계동)
24-전라제주-폐수-01 설계용역,제6619부대,21538236,2024-08-13,0,0,2024-08-13,주식회사 동부그린,정오용,송예린,전라남도 순천시 해룡면 해룡산단6로100
방산메일시스템 유지보수 사업,방위사업청(운영지원과),0,2024-08-13,78988000,98,2024-09-02,주식회사 유나이티드시스템,김혜정,김혜정,경기도 하남시 미사강변중앙로208-0 (망월동) 7층 7160호
24-Y-일반폐기물 처리 용역,연평부대,207813720,2024-08-13,175422800,85.472,2024-08-13,주식회사 석천기업,이주신,정영언,"인천광역시 서구 검단천로203, 1층(오류동)"
24-N-UFS훈련 합동수송 실제훈련 선박 임차용역,국군재정관리단,86270000,2024-08-13,83681900,96.534,2024-08-13,주식회사씨캐리어,김순오,김순오,"서울특별시 송파구 올림픽로35가길10-0 제6층 B동 제613호 (신천동, 잠실 더샵스타파크)"
(24G034-H)정보체계 통합 유지보수 용역,국군재정관리단,2077265800,2024-08-13,1624550400,78.002,2024-08-13,(주) 투데이게이트,김익훈,이민주,"서울특별시 금천구 디지털로9길32-0 (가산동, 갑을 그레이트밸리) 비동 804호"
(24F219-A) 식자재 민간위탁 배송 용역,국군재정관리단,778033060,2024-08-13,762371250,97.546,2024-08-13,용마로지스주식회사,이종철,김성호,"경기도 김포시 고촌읍 아라육로78, 2동"
[24-육-172] 미래 작전부대 지원에 적합한 신에너지,육군본부,44858000,2024-08-14,43512260,97.587,2024-08-26,주식회사 자람앤수엔지니어링,오대영,신수영,"경기도 안양시 동안구 엘에스로91번길16-39, 803호 (호계동, 안양아이티밸리)"
24년 급식 민간위탁배송(부대조달 경남권),제6335부대,2499131290,2024-08-14,2447899000,97.473,2024-08-14,용마로지스주식회사,이종철,김성호,"경기도 김포시 고촌읍 아라육로78, 2동"
(24F218-I) 식자재 민간위탁 배송용역(수도군단),국군재정관리단,1852465598,2024-08-14,1800000000,97.28,2024-08-14,동원로엑스 주식회사,박성순,전현주,서울특별시 서초구 마방로68-0 (양재동) 동원산업빌딩
(24G233-A) 식기세척기 임차 용역,국군재정관리단,118941170,2024-08-14,104490000,88.121,2024-08-14,에이포하우스 주식회사,김홍민,김은미,서울특별시 성동구 성수일로77-0 (성수동1가) 서울숲IT밸리 15층 1509호
24년 부대소개영상 제작용역,공군제17전투비행단,30000000,2024-08-16,14800000,49.045,2024-08-21,트렌드코리아 주식회사,장태준,장태준,"경기도 시흥시 월곶해안로149-1 (월곶동) 에이동, 202호"
24년 취사장 청소용역,제1968부대,86200000,2024-08-19,75864880,88.005,2024-08-21,(주)부남환경관리,김진희,김진희,"경기도 안양시 동안구 경수대로927, 204호"
[24-육-197] 지상군페스티벌 물품임차 용역,육군본부,48486020,2024-08-20,42701472,87.823,2024-08-21,주식회사 에르젠코퍼레이션,최황순,유병목,"서울특별시 성동구 상원12길30, 507호(성수동1가, 동진아이티타워)"
(24F183-A) 사업장 폐기물(생활쓰레기) 수집운반용역,제5861부대,207802000,2024-08-20,178564051,85.18,2024-08-20,영동산업합자회사,이경재,이경재,강원특별자치도 고성군 토성면 성대로3-27
24년 폐타이어 운반용역,제6335부대,131630059,2024-08-20,116607500,88.104,2024-08-20,대원종합상사(울산),김철구,김동우,울산광역시 울주군 웅촌면 대복동천로 62()
자운대 지역 부대 배치방안 등 검토 용역,국방부(운영지원과),0,2024-08-20,143000000,98.62,2024-09-02,주식회사 새김이앤씨,최주원,최주원,"경기도 안양시 동안구 벌말로126, 2901호, 2902호(관양동, 오비즈타워)"
방위사업 원가계산 외부용역(7차),방위사업청(운영지원과),0,2024-08-20,347250000,75,2024-09-02,태경회계법인,김상운,서호성,"서울특별시 강남구 테헤란로520, 2층(대치동, 삼안빌딩)"
(24G246-A) 얼음 냉온 정수기 임차용역,국군재정관리단,124500000,2024-08-20,109321390,87.745,2024-08-20,제이앤제이기획,정재니,정재니,서울특별시 노원구 동일로175길16 (공릉동)
(24G121-I) 얼음 냉온정수기 임차 용역,국군재정관리단,534225882,2024-08-20,455963520,86.416,2024-08-20,에스케이매직 주식회사,김완성,김미숙,"서울특별시 종로구 청계천로85, 18층(관철동, 삼일빌딩)"
24년 군 주거시설 개선사업 선행연구(2차)(24-GD-69),제2307부대,90324050,2024-08-21,59999000,66.266,2024-08-21,주식회사 한국건설경영기술원,박장권,최민정,경기도 고양시 덕양구 권율대로656-0 (원흥동) 17층 1739호
24년 식기세척기 임차 용역(대구 전라),국군의무사령부,44452800,2024-08-21,38760610,88.001,2024-08-21,오피스 유통,주민정,주민정,충청남도 계룡시 엄사면 번영3길73-12 (삼진아파트)
24~29-M-대형 냉온수기 임차 용역,국군재정관리단,705000000,2024-08-22,586812990,83.068,2024-08-22,(주)한성바이오테크,김재경,김재경,"서울특별시 강남구 개포로25길18 (개포동, 1층)"
국방컨벤션센터 일용직 인력공급 용역(긴급),국군복지단,43398620,2024-08-23,38416000,87.922,2024-08-26,(주)태원에이엠,이성희,이성희,서울특별시 금천구 벚꽃로254-0 (가산동) 1202호
항공용금속재료 가공방법별 기계적물성치측정방안연구,공군군수사령부,82058459,2024-08-26,67817144,82.606,2024-08-26,주식회사피레타,최현선,박한솔,대전광역시 유성구 국제과학3로22-0 (신동)
[24-육-189] 과학화 동원훈련장 시범사업 추진 연구,육군본부,41152210,2024-08-26,33333000,81.369,2024-09-10,건양대학교 산학협력단,홍영기,김봉환,"충청남도 논산시 대학로 121, 건양대학교 산학협력단(내동)"
24-2차 한빛부대 재보급물자 수송관리용역,국군수송사령부,334411764,2024-08-26,285209600,85.744,2024-08-26,주식회사 파빅스로지스틱스,박용찬,박용찬,서울특별시 중랑구 신내역로111 (신내동) 신내SK V1센터 A-923
국외수집자료(영어) 국문 번역,국방부군사편찬연구소,0,2024-08-26,13203675,93,2024-09-04,외교센터 번역 아포스티유 주식회사,홍미경,홍미경,서울특별시 종로구 율곡로6-0  트윈 트리 빌딩 B2 (중학동)
공군 CCTV 통합유지보수,공군군수사령부,2663160410,2024-08-27,2093803346,78.101,2024-08-27,영현정보통신(주),김두식,김두식,"서울특별시 구로구 공원로6나길12-0 (구로동,경방빌딩) 301호"
24-공군박물관 특별기획전 설계 및 제작설치,공군사관학교,137935390,2024-08-27,120856000,88.108,2024-08-27,주식회사 씨앤씨파트너스,김태호,김태호,충청북도 청주시 상당구 무농정로2번길66-20 (방서동)
24-충-공-7 설계용역(공사 노후배수로 개선),공군사관학교,186422000,2024-08-27,165826000,87.749,2024-08-27,주식회사 서화기술공사,이준호,배준한,경상남도 김해시 호계로422번길34-5 (부원동)
24년 얼음정수기 임차 용역(79대),육군 제2573부대,125470580,2024-08-27,110325360,87.746,2024-08-27,에스비컴퍼니,백승빈,백승빈,"경기도 김포시 김포한강2로273, 508동 2502호(장기동, 청송마을 모아미래도엘가)"
40mm고속유탄기관총-Ⅱ 사업분석,방위사업청(운영지원과),0,2024-08-27,57000000,95,2024-10-09,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
24년 함정 수면하 선저 조패류 수중소제 용역,해군군수사령부,402000000,2024-08-27,344283797,85.625,2024-08-27,대한수중공사,이종민,이종민,"인천광역시 중구 연안부두로21번길20, 대한수중공사(항동7가)"
(24F220-I) 식자재 민간위탁 배송용역(8급양대),국군재정관리단,579012490,2024-08-27,581733850,99.68,2024-08-27,(주)산양미트,이청우,심성보,강원도 원주시 소초면 송황유사길 23()
무기체계 공급망 관리(SCM) 최적화 프로세스 연구,공군군수사령부,49019607,2024-08-28,47500000,96.545,2024-08-28,광운대학교산학협력단,정영욱,남인선,"서울특별시 노원구 광운로 20(월계동, 광운대학교)"
00부대 설계용역 (24-북-172),육군 제1군단,120037254,2024-08-28,105809100,87.822,2024-08-28,주식회사 만유방재엔지니어링,김원기,전계섭,경기도 광명시 새빛공원로67 광명역 자이타워 B동 1510호(일직동 515-1)
24-M-2차 전세버스 수송용역,국군재정관리단,536520000,2024-08-28,447511190,83.071,2024-08-28,주식회사 길벗여행사,김용기,김용기,"인천광역시 부평구 평천로 398, 에스엠메디칼프라자 501호(삼산동)"
24-M-교-얼음정수기 임차용역,국군재정관리단,315500000,2024-08-28,269440010,85.513,2024-08-28,디에이치바이오,김단희,김단희,"경기도 수원시 영통구 광교중앙로170, 1동 5층 7호 507호(하동, 광교 효성해링턴 타워)"
24~27년도 얼음정수기 임차 용역,제5861부대,536130000,2024-08-29,459510254,85.602,2024-08-29,한국렌탈판매협동조합,정영이,정영이,"인천광역시 미추홀구 아암대로45번길77-8, 1층(용현동)"
국방헬프콜 홍보영상 및 포스터 제작 용역,국방부조사본부,28800000,2024-08-29,25410240,87.759,2024-08-29,주식회사 엠앤케이,김원상,박수경,"광주광역시 동구 금남로245, 718호(금남로1가, 전일빌딩245)"
24년 이지스전투체계 육상지원장비 유지보수 용역,해군군수사령부,431000000,2024-08-29,378310000,87.233,2024-08-29,주식회사 코테스,고기종,고기종,충청북도 청주시 흥덕구 비하로59-2 (비하동)
(24F247-A) ASP 방화지대 구축용역,국군재정관리단,131676470,2024-08-29,116250000,88.049,2024-08-29,주식회사 신화,장보람,장재형,강원특별자치도 태백시 황지로184 (황지동)
 (24F223-A) 얼음정수기 임차용역,국군재정관리단,365294110,2024-08-29,311746000,85.541,2024-08-29,주식회사 레이나(REINA Inc.),김예림,김예림,"서울특별시 강북구 도봉로77길6, 404호 (수유동 이테크밸리오피스텔)"
기술인력육성 보조사업자 운영성과평가 및 연구,국방부(운영지원과),0,2024-08-30,49120000,98.375,2024-09-24,협동조합 미래국방산업네트워크,권호영,권호영,대전광역시 유성구 테크노4로17-0 (관평동) 대덕비즈센터 D동 612호
24년 우수장병 국외시찰 행사 용역,국방부(운영지원과),0,2024-08-30,45990000,99.978,2024-09-24,도련투어,이도련,이도련,서울특별시 용산구 이태원로22-0 (용산동3가) 국방부종합민원실 지하1층
24-해병-성희롱 성폭력 예방 콘텐츠 제작 대행,제9691부대,18340977,2024-09-02,11110000,60.292,2024-09-04,주식회사 플라잉피그,김민,이진숙,서울특별시 금천구 벚꽃로36길30-0 (가산동) 가산KS타워 510~513호
온나라 시스템 유지보수 용역,국군제1068부대,29840000,2024-09-03,26204447,88.293,2024-09-03,주식회사 에스앤케이,김두환,김두환,"경기도 하남시 미사강변서로25, F544호 (풍산동, 미사테스타타워지식산업센터))"
F-35A 지원체계 유지보수,공군군수사령부,158461990,2024-09-03,139218366,87.775,2024-09-03,아이티 월드((IT. WORLD),김영우,김영우,부산광역시 동래구 여고로63번길86-0 (사직동) 1층
24-벨기에 국제군악제 화물운송 용역,공군본부,68627451,2024-09-03,60561000,87.905,2024-09-03,주식회사 디비아이앤티,박효정,박효정,"서울특별시 중구 삼일대로363-0 (장교동) 1,2동 23층 13호(장교동, 장교빌딩)"
2024년 군 책임운영기관 고객만족도조사 용역,국방부(운영지원과),0,2024-09-03,24500000,94.23,2024-09-26,주식회사 에스에이컨설팅,윤지성,하늘,서울특별시 영등포구 영중로65-4 (영등포동6가) 4층
방위사업 원가계산 외부용역(8차),방위사업청(운영지원과),0,2024-09-03,56000000,70,2024-09-20,태경회계법인,김상운,서호성,"서울특별시 강남구 테헤란로520, 2층(대치동, 삼안빌딩)"
24-M-얼음 냉온정수기 및 대형정수기 임차용역,국군재정관리단,769340000,2024-09-03,662342868,85.766,2024-09-03,한국렌탈판매협동조합,정영이,정영이,"인천광역시 미추홀구 아암대로45번길77-8, 1층(용현동)"
(24F230-I) 얼음 정수기 임차용역,국군재정관리단,574648235,2024-09-03,476776680,83.375,2024-09-03,디에이치바이오,김단희,김단희,"경기도 수원시 영통구 광교중앙로170, 1동 5층 7호 507호(하동, 광교 효성해링턴 타워)"
24-F-항공기술정보 외주번역(한영) 용역,국군재정관리단,313790000,2024-09-03,272030000,86.956,2024-09-03,(주)프로랭스,권영조,문성준,"서울특별시 금천구 디지털로 130, 남성플라자빌딩 8층(가산동)"
`24년 육훈소 2차 제초관리 용역,육군훈련소,124623000,2024-09-05,109722871,88.002,2024-09-05,(주)다림조경,이은용,이명희,충청남도 당진시 합덕읍 남부로1693-0
24년 00부대 식기세척기 임차용역,제6755부대,127058820,2024-09-05,112123050,87.794,2024-09-05,봄앤현,이희주,이희주,"충청남도 계룡시 엄사면 번영로113-32 (계룡파라디아), 106동 2303호"
무기체계 레이다 특성을 고려한 작전성 검토기준 정립,공군미사일방어사령부,38464000,2024-09-09,36020000,93.751,2024-09-10,광운대학교산학협력단,정영욱,남인선,"서울특별시 노원구 광운로 20(월계동, 광운대학교)"
